group_id,start_time,end_time,event_count,src_user,dst_user,src_computer,dst_computer,event_type,auth_type,logon_type,result
2522,150893,150893,1,C599$@DOM1,C599$@DOM1,C1619,C599,TGS_Success,?,?,Success
2523,150893,150893,1,C6336$@DOM1,C6336$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2524,150893,150893,1,C6563$@DOM1,C6563$@DOM1,C586,C586,LogOff_Success,?,Network,Success
2525,150893,150893,1,C6572$@DOM1,C6572$@DOM1,C625,C625,LogOff_Success,?,Network,Success
2526,150893,150893,1,C670$@DOM1,C670$@DOM1,C467,C467,LogOff_Success,?,Network,Success
2527,150893,150893,1,C6719$@DOM1,C6719$@DOM1,C625,C625,LogOff_Success,?,Network,Success
2528,150893,150893,1,C6939$@DOM1,C6939$@DOM1,C586,C586,LogOff_Success,?,Network,Success
2529,150893,150893,1,C7262$@DOM1,C7262$@DOM1,C7262,C586,LogOn_Success,Kerberos,Network,Success
2530,150893,150893,1,C7290$@DOM1,C7290$@DOM1,C7290,C586,LogOn_Success,Kerberos,Network,Success
2531,150893,150893,1,C7586$@DOM1,C7586$@DOM1,C625,C625,LogOff_Success,?,Network,Success
2532,150893,150893,1,C7624$@DOM1,C7624$@DOM1,C7624,C467,LogOn_Success,Kerberos,Network,Success
2533,150893,150893,1,C795$@DOM1,C795$@DOM1,C612,C612,LogOff_Success,?,Network,Success
2534,150893,150893,1,C813$@DOM1,C813$@DOM1,C467,C467,LogOff_Success,?,Network,Success
2535,150893,150893,1,C8147$@DOM1,C8147$@DOM1,C529,C529,LogOff_Success,?,Network,Success
2536,150893,150893,1,C8151$@DOM1,C8151$@DOM1,C467,C467,LogOff_Success,?,Network,Success
2537,150893,150893,1,C8802$@DOM1,C8802$@DOM1,C1065,C1065,LogOff_Success,?,Network,Success
2538,150893,150893,1,C8802$@DOM1,C8802$@DOM1,C529,C529,LogOff_Success,?,Network,Success
2539,150893,150893,1,C8802$@DOM1,C8802$@DOM1,C8802,C1065,LogOn_Success,Kerberos,Network,Success
2540,150893,150893,1,C8802$@DOM1,C8802$@DOM1,C8802,C457,LogOn_Success,Kerberos,Network,Success
2541,150893,150893,1,C8802$@DOM1,C8802$@DOM1,C8802,C529,LogOn_Success,Kerberos,Network,Success
2542,150893,150893,1,C8802$@DOM1,C8802$@DOM1,C8802,C612,LogOn_Success,Kerberos,Network,Success
2543,150893,150893,1,C8802$@DOM1,C8802$@DOM1,C8802,C625,LogOn_Success,Kerberos,Network,Success
2544,150893,150893,1,C9204$@DOM1,C9204$@DOM1,C529,C529,LogOff_Success,?,Network,Success
2545,150893,150893,1,C953$@DOM1,C953$@DOM1,C953,C1065,LogOn_Success,Kerberos,Network,Success
2546,150893,150893,1,C9544$@DOM1,C9544$@DOM1,C1065,C1065,LogOff_Success,?,Network,Success
2547,150893,150893,1,C9544$@DOM1,C9544$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2548,150893,150893,1,C9544$@DOM1,C9544$@DOM1,C625,C625,LogOff_Success,?,Network,Success
2549,150893,150893,1,C9544$@DOM1,C9544$@DOM1,C9544,C2106,LogOn_Success,Kerberos,Network,Success
2550,150893,150893,1,C9694$@DOM1,C9694$@DOM1,C457,C457,LogOff_Success,?,Network,Success
2551,150893,150893,1,C97$@DOM1,C97$@DOM1,C2162,C2162,LogOff_Success,?,Network,Success
2552,150893,150893,1,C988$@DOM1,C988$@DOM1,C101,C101,LogOff_Success,?,Network,Success
2553,150893,150893,1,C988$@DOM1,C988$@DOM1,C101,C101,LogOn_Success,NTLM,Network,Success
2554,150893,150893,1,C9999$@DOM1,C9999$@DOM1,C10000,C2106,LogOn_Success,Kerberos,Network,Success
2555,150893,150893,1,LOCAL SERVICE@C3736,LOCAL SERVICE@C3736,C3736,C3736,LogOn_Success,Negotiate,Service,Success
2556,150893,150893,1,NETWORK SERVICE@C13393,NETWORK SERVICE@C13393,C13393,C13393,LogOn_Success,Negotiate,Service,Success
2557,150893,150893,1,NETWORK SERVICE@C3021,NETWORK SERVICE@C3021,C3021,C3021,LogOn_Success,Negotiate,Service,Success
2558,150893,150893,1,U113@DOM1,U113@DOM1,C1710,C1710,TGS_Success,?,?,Success
2559,150893,150893,1,U113@DOM1,U113@DOM1,C1710,C1710,TGT_Success,?,?,Success
2560,150893,150893,1,U1254@DOM1,U1254@DOM1,C16166,C528,LogOn_Success,Kerberos,Network,Success
2561,150893,150893,1,U1431@DOM1,U1431@DOM1,C2162,C2162,LogOff_Success,?,Network,Success
2562,150893,150893,1,U1718@?,U1718@?,C5787,C17425,LogOn_Fail,NTLM,Network,Fail
2563,150893,150893,1,U1733@DOM1,U1733@DOM1,C5850,C2327,TGS_Success,?,?,Success
2564,150893,150893,1,U1733@DOM1,U1733@DOM1,C5850,C5850,TGT_Success,?,?,Success
2565,150893,150893,1,U175@DOM1,U175@DOM1,C1932,U175,TGS_Fail,?,?,Fail
2566,150893,150893,1,U175@DOM1,U175@DOM1,C523,C1931,TGS_Success,?,?,Success
2567,150893,150893,1,U175@DOM1,U175@DOM1,C523,U175,TGS_Fail,?,?,Fail
2568,150893,150893,1,U175@DOM1,U175@DOM1,C523,U175,TGS_Success,?,?,Success
2569,150893,150893,1,U22@DOM1,U22@DOM1,C452,U22,TGS_Fail,?,?,Fail
2570,150893,150893,1,U22@DOM1,U22@DOM1,C452,U22,TGS_Success,?,?,Success
2571,150893,150893,1,U22@DOM1,U22@DOM1,C477,U22,TGS_Fail,?,?,Fail
2572,150893,150893,1,U22@DOM1,U22@DOM1,C506,C612,LogOn_Success,Kerberos,Network,Success
2573,150893,150893,1,U22@DOM1,U22@DOM1,C612,C612,LogOff_Success,?,Network,Success
2574,150893,150893,1,U2338@DOM1,U2338@DOM1,C6832,C2106,LogOn_Success,Kerberos,Network,Success
2575,150893,150893,1,U2424@DOM1,U2424@DOM1,C7018,C457,LogOn_Success,Kerberos,Network,Success
2576,150893,150893,1,U2554@DOM1,U2554@DOM1,C2162,C2162,LogOff_Success,?,Network,Success
2577,150893,150893,2,U2554@DOM1,U2554@DOM1,C7178,C2162,LogOn_Success,Kerberos,Network,Success
2578,150893,150893,1,U2764@DOM1,U2764@DOM1,C7624,C467,LogOn_Success,Kerberos,Network,Success
2579,150893,150893,1,U2959@DOM1,U2959@DOM1,C528,C528,LogOff_Success,?,Network,Success
2580,150893,150893,1,U3321@DOM1,U3321@DOM1,C1015,C1015,LogOff_Success,?,Network,Success
2581,150893,150893,1,U3433@DOM1,U3433@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2582,150893,150893,1,U367@DOM1,U367@DOM1,C3810,C2106,LogOn_Success,Kerberos,Network,Success
2583,150893,150893,1,U4033@DOM1,U4033@DOM1,C10185,C10185,TGT_Success,?,?,Success
2584,150893,150893,1,U4033@DOM1,U4033@DOM1,C10185,C528,TGS_Success,?,?,Success
2585,150893,150893,1,U4033@DOM1,U4033@DOM1,C10214,C625,LogOn_Success,Kerberos,Network,Success
2586,150893,150893,1,U4033@DOM1,U4033@DOM1,C10229,C10229,TGT_Success,?,?,Success
2587,150893,150893,1,U4033@DOM1,U4033@DOM1,C10229,C586,TGS_Success,?,?,Success
2588,150893,150893,1,U4033@DOM1,U4033@DOM1,C10265,C625,LogOn_Success,Kerberos,Network,Success
2589,150893,150893,1,U4033@DOM1,U4033@DOM1,C10269,C10269,TGT_Success,?,?,Success
2590,150893,150893,1,U4033@DOM1,U4033@DOM1,C10269,C467,TGS_Success,?,?,Success
2591,150893,150893,1,U4033@DOM1,U4033@DOM1,C10285,C10285,TGT_Success,?,?,Success
2592,150893,150893,1,U4033@DOM1,U4033@DOM1,C10285,C586,TGS_Success,?,?,Success
2593,150893,150893,1,U4033@DOM1,U4033@DOM1,C10287,C625,LogOn_Success,Kerberos,Network,Success
2594,150893,150893,1,U4033@DOM1,U4033@DOM1,C12457,C12457,TGT_Success,?,?,Success
2595,150893,150893,1,U4033@DOM1,U4033@DOM1,C12457,C1640,TGS_Success,?,?,Success
2596,150893,150893,1,U422@DOM1,U422@DOM1,C5279,C529,LogOn_Success,Kerberos,Network,Success
2597,150893,150893,1,U4880@DOM1,U4880@DOM1,C11112,C529,TGS_Success,?,?,Success
2598,150893,150893,1,U4880@DOM1,U4880@DOM1,C11112,C529,LogOn_Success,Kerberos,Network,Success
2599,150893,150893,1,U4880@DOM1,U4880@DOM1,C11112,C586,TGS_Success,?,?,Success
2600,150893,150893,1,U4880@DOM1,U4880@DOM1,C11112,C586,LogOn_Success,Kerberos,Network,Success
2601,150893,150893,1,U4880@DOM1,U4880@DOM1,C11112,TGT,TGS_Success,?,?,Success
2602,150893,150893,1,U4880@DOM1,U4880@DOM1,C586,C586,LogOff_Success,?,Network,Success
2603,150893,150893,1,U4910@DOM1,U4910@DOM1,C11844,C586,LogOn_Success,Kerberos,Network,Success
2604,150893,150893,1,U4910@DOM1,U4910@DOM1,C586,C586,LogOff_Success,?,Network,Success
2605,150893,150893,1,U4916@DOM1,U4916@DOM1,C11902,C2106,LogOn_Success,Kerberos,Network,Success
2606,150893,150893,1,U4916@DOM1,U4916@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2607,150893,150893,1,U4946@DOM1,U4946@DOM1,C1015,C1015,LogOff_Success,?,Network,Success
2608,150893,150893,1,U5034@DOM1,U5034@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2609,150893,150893,1,U507@DOM1,U507@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2610,150893,150893,1,U51@DOM1,U51@DOM1,C1487,C1487,LogOff_Success,?,Network,Success
2611,150893,150893,1,U5293@DOM1,U5293@DOM1,C467,C467,LogOff_Success,?,Network,Success
2612,150893,150893,1,U5659@DOM1,U5659@DOM1,C2162,C2162,LogOff_Success,?,Network,Success
2613,150893,150893,1,U574@DOM1,U574@DOM1,C729,C625,LogOn_Success,Kerberos,Network,Success
2614,150893,150893,1,U6393@DOM1,U6393@DOM1,C14474,C423,LogOn_Success,Kerberos,Network,Success
2615,150893,150893,1,U6393@DOM1,U6393@DOM1,C423,C423,LogOff_Success,?,Network,Success
2616,150893,150893,1,U6599@DOM1,U6599@DOM1,C14770,C2162,LogOn_Success,Kerberos,Network,Success
2617,150893,150893,1,U66@DOM1,U66@DOM1,C1823,C2867,TGS_Success,?,?,Success
2618,150893,150893,1,U66@DOM1,U66@DOM1,C2368,C2368,LogOff_Success,?,Network,Success
2619,150893,150893,1,U66@DOM1,U66@DOM1,C2368,C2368,LogOn_Success,Kerberos,Network,Success
2620,150893,150893,1,U685@DOM1,U685@DOM1,C1387,C586,LogOn_Success,Kerberos,Network,Success
2621,150893,150893,1,U685@DOM1,U685@DOM1,C1387,C625,TGS_Success,?,?,Success
2622,150893,150893,1,U7054@DOM1,U7054@DOM1,C2162,C2162,LogOff_Success,?,Network,Success
2623,150893,150893,1,U767@DOM1,U767@DOM1,C5618,C5618,LogOff_Success,?,Network,Success
2624,150893,150893,1,U7780@DOM1,U7780@DOM1,C529,C529,LogOff_Success,?,Network,Success
2625,150893,150893,1,U87@DOM1,U87@DOM1,C1772,C1772,LogOff_Success,?,Network,Success
2626,150893,150893,1,U890@DOM1,U890@DOM1,C2162,C2162,LogOff_Success,?,Network,Success
2627,150894,150894,1,C10233$@DOM1,C10233$@DOM1,C10233,C586,LogOn_Success,Kerberos,Network,Success
2628,150894,150894,1,C1026$@DOM1,C1026$@DOM1,C1026,C467,LogOn_Success,Kerberos,Network,Success
2629,150894,150894,1,C104$@DOM1,C104$@DOM1,C105,C104,TGS_Success,?,?,Success
2630,150894,150894,1,C1065$@DOM1,C1065$@DOM1,C1065,C1065,LogOff_Success,?,Network,Success
2631,150894,150894,1,C1065$@DOM1,C1065$@DOM1,C1065,C1065,LogOn_Success,Kerberos,Network,Success
2632,150894,150894,1,C1090$@DOM1,C1090$@DOM1,C1090,C1090,TGS_Success,?,?,Success
2633,150894,150894,1,C1090$@DOM1,C1090$@DOM1,C1090,C1090,TGT_Success,?,?,Success
2634,150894,150894,1,C10980$@DOM1,C10980$@DOM1,C10980,C529,LogOn_Success,Kerberos,Network,Success
2635,150894,150894,1,C11051$@DOM1,C11051$@DOM1,C11051,C529,LogOn_Success,Kerberos,Network,Success
2636,150894,150894,1,C11746$@DOM1,C11746$@DOM1,C528,C528,LogOff_Success,?,Network,Success
2637,150894,150894,1,C11902$@DOM1,C11902$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2638,150894,150894,1,C11932$@DOM1,C11932$@DOM1,C11932,C467,LogOn_Success,Kerberos,Network,Success
2639,150894,150894,1,C11983$@DOM1,C11983$@DOM1,C11983,C11983,TGS_Success,?,?,Success
2640,150894,150894,1,C11983$@DOM1,C11983$@DOM1,C11983,C586,LogOn_Success,Kerberos,Network,Success
2641,150894,150894,1,C11983$@DOM1,C11983$@DOM1,C586,C586,LogOff_Success,?,Network,Success
2642,150894,150894,1,C123$@DOM1,C123$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2643,150894,150894,1,C123$@DOM1,C123$@DOM1,C467,C467,LogOff_Success,?,Network,Success
2644,150894,150894,1,C123$@DOM1,C123$@DOM1,C527,C467,LogOn_Success,Kerberos,Network,Success
2645,150894,150894,1,C123$@DOM1,C123$@DOM1,C527,C612,LogOn_Success,Kerberos,Network,Success
2646,150894,150894,1,C123$@DOM1,C123$@DOM1,C612,C612,LogOff_Success,?,Network,Success
2647,150894,150894,1,C12337$@DOM1,C12337$@DOM1,C12337,C528,LogOn_Success,Kerberos,Network,Success
2648,150894,150894,1,C1235$@DOM1,C1235$@DOM1,C467,C467,LogOff_Success,?,Network,Success
2649,150894,150894,1,C12371$@DOM1,C12371$@DOM1,C12371,C586,LogOn_Success,Kerberos,Network,Success
2650,150894,150894,1,C1243$@DOM1,C1243$@DOM1,C1243,C528,LogOn_Success,NTLM,Network,Success
2651,150894,150894,1,C13715$@DOM1,C13715$@DOM1,C13715,C612,LogOn_Success,Kerberos,Network,Success
2652,150894,150894,1,C13855$@DOM1,C13855$@DOM1,C586,C586,LogOff_Success,?,Network,Success
2653,150894,150894,1,C1408$@DOM1,C1408$@DOM1,C528,C528,LogOff_Success,?,Network,Success
2654,150894,150894,1,C14282$@DOM1,C14282$@DOM1,C14282,C586,LogOn_Success,Kerberos,Network,Success
2655,150894,150894,1,C14702$@DOM1,C14702$@DOM1,C14702,C586,LogOn_Success,Kerberos,Network,Success
2656,150894,150894,1,C14709$@DOM1,C14709$@DOM1,C528,C528,LogOff_Success,?,Network,Success
2657,150894,150894,1,C14722$@DOM1,C14722$@DOM1,C14722,C467,LogOn_Success,Kerberos,Network,Success
2658,150894,150894,1,C14722$@DOM1,C14722$@DOM1,C14722,C529,LogOn_Success,Kerberos,Network,Success
2659,150894,150894,1,C14722$@DOM1,C14722$@DOM1,C14722,C586,LogOn_Success,Kerberos,Network,Success
2660,150894,150894,1,C148$@DOM1,C148$@DOM1,C148,C528,LogOn_Success,Kerberos,Network,Success
2661,150894,150894,1,C14872$@DOM1,C14872$@DOM1,C14872,C529,LogOn_Success,Kerberos,Network,Success
2662,150894,150894,1,C1496$@DOM1,C1496$@DOM1,C1496,C529,LogOn_Success,Kerberos,Network,Success
2663,150894,150894,1,C1496$@DOM1,C1496$@DOM1,C529,C529,LogOff_Success,?,Network,Success
2664,150894,150894,1,C1515$@DOM1,C1515$@DOM1,C528,C528,LogOff_Success,?,Network,Success
2665,150894,150894,1,C15160$@DOM1,C15160$@DOM1,C529,C529,LogOff_Success,?,Network,Success
2666,150894,150894,1,C15453$@DOM1,C15453$@DOM1,C15453,C1065,TGS_Success,?,?,Success
2667,150894,150894,1,C15453$@DOM1,C15453$@DOM1,C15453,C15453,TGS_Success,?,?,Success
2668,150894,150894,1,C15453$@DOM1,C15453$@DOM1,C15453,C15453,LogOn_Success,Kerberos,Network,Success
2669,150894,150894,1,C15453$@DOM1,C15453$@DOM1,C15453,C625,TGS_Success,?,?,Success
2670,150894,150894,1,C1617$@DOM1,C1617$@DOM1,C1618,C101,LogOn_Success,Kerberos,Network,Success
2671,150894,150894,1,C1617$@DOM1,C1617$@DOM1,C1618,C523,LogOn_Success,Kerberos,Network,Success
2672,150894,150894,1,C1617$@DOM1,C1617$@DOM1,C1618,C988,LogOn_Success,Kerberos,Network,Success
2673,150894,150894,1,C1617$@DOM1,C1617$@DOM1,C523,C523,LogOff_Success,?,Network,Success
2674,150894,150894,1,C1640$@DOM1,C1640$@DOM1,C528,C528,LogOff_Success,?,Network,Success
2675,150894,150894,1,C16449$@DOM1,C16449$@DOM1,C528,C528,LogOff_Success,?,Network,Success
2676,150894,150894,1,C16652$@DOM1,C16652$@DOM1,C16652,C528,LogOn_Success,Kerberos,Network,Success
2677,150894,150894,1,C16873$@DOM1,C16873$@DOM1,C16873,C16873,TGT_Success,?,?,Success
2678,150894,150894,1,C16873$@DOM1,C16873$@DOM1,C16873,C529,LogOn_Success,Kerberos,Network,Success
2679,150894,150894,1,C16873$@DOM1,C16873$@DOM1,C16873,TGT,TGS_Success,?,?,Success
2680,150894,150894,1,C17066$@DOM1,C17066$@DOM1,C17066,C17066,TGS_Success,?,?,Success
2681,150894,150894,1,C17066$@DOM1,C17066$@DOM1,C17066,C17066,TGT_Success,?,?,Success
2682,150894,150894,1,C1727$@DOM1,C1727$@DOM1,C1881,C1881,LogOff_Success,?,Network,Success
2683,150894,150894,1,C17303$@DOM1,C17303$@DOM1,C17303,C612,LogOn_Success,Kerberos,Network,Success
2684,150894,150894,1,C17303$@DOM1,C17303$@DOM1,C612,C612,LogOff_Success,?,Network,Success
2685,150894,150894,1,C17382$@DOM1,C17382$@DOM1,C17382,C612,LogOn_Success,Kerberos,Network,Success
2686,150894,150894,1,C17514$@DOM1,C17514$@DOM1,C17619,C586,TGS_Success,?,?,Success
2687,150894,150894,1,C17514$@DOM1,C17514$@DOM1,C17619,C586,LogOn_Success,Kerberos,Network,Success
2688,150894,150894,1,C1766$@DOM1,C1766$@DOM1,C1968,C1085,LogOn_Success,Kerberos,Network,Success
2689,150894,150894,1,C1840$@DOM1,C1840$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2690,150894,150894,1,C1869$@?,C1869$@?,C1869,C1869,TGT_Fail,?,?,Fail
2691,150894,150894,1,C1873$@DOM1,C1873$@DOM1,C457,C457,LogOff_Success,?,Network,Success
2692,150894,150894,1,C1931$@DOM1,C1931$@DOM1,C1065,C1065,LogOff_Success,?,Network,Success
2693,150894,150894,1,C1931$@DOM1,C1931$@DOM1,C1932,C528,LogOn_Success,Kerberos,Network,Success
2694,150894,150894,1,C1931$@DOM1,C1931$@DOM1,C528,C528,LogOff_Success,?,Network,Success
2695,150894,150894,1,C1964$@DOM1,C1964$@DOM1,C1964,C2106,LogOn_Success,Kerberos,Network,Success
2696,150894,150894,1,C1964$@DOM1,C1964$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2697,150894,150894,1,C2092$@DOM1,C2092$@DOM1,C2093,C612,LogOn_Success,Kerberos,Network,Success
2698,150894,150894,1,C2092$@DOM1,C2092$@DOM1,C612,C612,LogOff_Success,?,Network,Success
2699,150894,150894,1,C2151$@DOM1,C2151$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2700,150894,150894,1,C240$@DOM1,C240$@DOM1,C529,C529,LogOff_Success,?,Network,Success
2701,150894,150894,1,C2443$@DOM1,C2443$@DOM1,C2444,C2444,TGT_Success,?,?,Success
2702,150894,150894,1,C2443$@DOM1,C2443$@DOM1,C2444,C529,TGS_Success,?,?,Success
2703,150894,150894,1,C2443$@DOM1,C2443$@DOM1,C2444,C529,LogOn_Success,Kerberos,Network,Success
2704,150894,150894,1,C2443$@DOM1,C2443$@DOM1,C529,C529,LogOff_Success,?,Network,Success
2705,150894,150894,1,C2461$@DOM1,C2461$@DOM1,C2461,C612,LogOn_Success,Kerberos,Network,Success
2706,150894,150894,1,C2521$@DOM1,C2521$@DOM1,C2521,C2521,TGS_Success,?,?,Success
2707,150894,150894,1,C2521$@DOM1,C2521$@DOM1,C2521,C467,LogOn_Success,Kerberos,Network,Success
2708,150894,150894,1,C2645$@DOM1,C2645$@DOM1,C2645,C529,LogOn_Success,Kerberos,Network,Success
2709,150894,150894,1,C2645$@DOM1,C2645$@DOM1,C529,C529,LogOff_Success,?,Network,Success
2710,150894,150894,1,C269$@DOM1,C269$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2711,150894,150894,1,C2742$@DOM1,C2742$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2712,150894,150894,1,C306$@DOM1,C306$@DOM1,C306,C2106,LogOn_Success,Kerberos,Network,Success
2713,150894,150894,1,C306$@DOM1,C306$@DOM1,C306,C306,TGS_Success,?,?,Success
2714,150894,150894,1,C326$@DOM1,C326$@DOM1,C326,C528,LogOn_Success,Kerberos,Network,Success
2715,150894,150894,1,C4015$@DOM1,C4015$@DOM1,C528,C528,LogOff_Success,?,Network,Success
2716,150894,150894,1,C4046$@DOM1,C4046$@DOM1,C528,C528,LogOff_Success,?,Network,Success
2717,150894,150894,1,C4275$@DOM1,C4275$@DOM1,C529,C529,LogOff_Success,?,Network,Success
2718,150894,150894,1,C457$@DOM1,C457$@DOM1,C457,C457,LogOff_Success,?,Network,Success
2719,150894,150894,1,C457$@DOM1,C457$@DOM1,C457,C467,LogOn_Success,Kerberos,Network,Success
2720,150894,150894,1,C457$@DOM1,C457$@DOM1,C467,C467,LogOff_Success,?,Network,Success
2721,150894,150894,1,C457$@DOM1,C457$@DOM1,C516,C457,LogOn_Success,Kerberos,Network,Success
2722,150894,150894,1,C4655$@DOM1,C4655$@DOM1,C4655,C467,LogOn_Success,Kerberos,Network,Success
2723,150894,150894,1,C4738$@DOM1,C4738$@DOM1,C4738,C529,LogOn_Success,Kerberos,Network,Success
2724,150894,150894,1,C480$@DOM1,C480$@DOM1,C480,C528,LogOn_Success,Kerberos,Network,Success
2725,150894,150894,1,C480$@DOM1,C480$@DOM1,C528,C528,LogOff_Success,?,Network,Success
2726,150894,150894,1,C4825$@DOM1,C4825$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2727,150894,150894,1,C4874$@DOM1,C4874$@DOM1,C529,C529,LogOff_Success,?,Network,Success
2728,150894,150894,1,C4881$@DOM1,C4881$@DOM1,C4881,C612,LogOn_Success,Kerberos,Network,Success
2729,150894,150894,1,C523$@DOM1,C523$@DOM1,C586,C586,LogOff_Success,?,Network,Success
2730,150894,150894,1,C5250$@DOM1,C5250$@DOM1,C5250,C2106,LogOn_Success,Kerberos,Network,Success
2731,150894,150894,1,C538$@DOM1,C538$@DOM1,C1085,C1085,LogOff_Success,?,Network,Success
2732,150894,150894,1,C538$@DOM1,C538$@DOM1,C529,C529,LogOff_Success,?,Network,Success
2733,150894,150894,1,C538$@DOM1,C538$@DOM1,C539,C1065,LogOn_Success,Kerberos,Network,Success
2734,150894,150894,1,C538$@DOM1,C538$@DOM1,C539,C529,LogOn_Success,Kerberos,Network,Success
2735,150894,150894,1,C538$@DOM1,C538$@DOM1,C988,C988,LogOff_Success,?,Network,Success
2736,150894,150894,1,C567$@DOM1,C567$@DOM1,C101,C101,LogOff_Success,?,Network,Success
2737,150894,150894,1,C567$@DOM1,C567$@DOM1,C574,C988,LogOn_Success,Kerberos,Network,Success
2738,150894,150894,1,C5937$@DOM1,C5937$@DOM1,C5937,C586,LogOn_Success,Kerberos,Network,Success
2739,150894,150894,1,C599$@DOM1,C599$@DOM1,C101,C101,LogOff_Success,?,Network,Success
2740,150894,150894,2,C599$@DOM1,C599$@DOM1,C1619,C101,LogOn_Success,Kerberos,Network,Success
2741,150894,150894,1,C599$@DOM1,C599$@DOM1,C1619,C599,TGS_Success,?,?,Success
2742,150894,150894,1,C599$@DOM1,C599$@DOM1,C523,C523,LogOff_Success,?,Network,Success
2743,150894,150894,1,C6275$@DOM1,C6275$@DOM1,C586,C586,LogOff_Success,?,Network,Success
2744,150894,150894,1,C6447$@DOM1,C6447$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2745,150894,150894,1,C694$@DOM1,C694$@DOM1,C529,C529,LogOff_Success,?,Network,Success
2746,150894,150894,1,C722$@DOM1,C722$@DOM1,C612,C612,LogOff_Success,?,Network,Success
2747,150894,150894,1,C7668$@DOM1,C7668$@DOM1,C7668,C612,LogOn_Success,NTLM,Network,Success
2748,150894,150894,1,C787$@DOM1,C787$@DOM1,C787,C612,LogOn_Success,Kerberos,Network,Success
2749,150894,150894,1,C8257$@DOM1,C8257$@DOM1,C8257,C529,LogOn_Success,Kerberos,Network,Success
2750,150894,150894,1,C842$@DOM1,C842$@DOM1,C842,C528,LogOn_Success,Kerberos,Network,Success
2751,150894,150894,1,C85$@DOM1,C85$@DOM1,C85,C467,LogOn_Success,Kerberos,Network,Success
2752,150894,150894,1,C8802$@DOM1,C8802$@DOM1,C1798,C8802,LogOn_Success,Kerberos,Network,Success
2753,150894,150894,1,C8802$@DOM1,C8802$@DOM1,C612,C612,LogOff_Success,?,Network,Success
2754,150894,150894,1,C8802$@DOM1,C8802$@DOM1,C8802,C8802,LogOff_Success,?,Network,Success
2755,150894,150894,1,C9192$@DOM1,C9192$@DOM1,C9192,C2106,LogOn_Success,Kerberos,Network,Success
2756,150894,150894,1,C9522$@DOM1,C9522$@DOM1,C9522,C612,LogOn_Success,Kerberos,Network,Success
2757,150894,150894,1,C9544$@DOM1,C9544$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2758,150894,150894,1,C9544$@DOM1,C9544$@DOM1,C528,C528,LogOff_Success,?,Network,Success
2759,150894,150894,1,C9544$@DOM1,C9544$@DOM1,C9544,C2106,LogOn_Success,Kerberos,Network,Success
2760,150894,150894,1,C9545$@DOM1,C9545$@DOM1,C9545,C457,LogOn_Success,Kerberos,Network,Success
2761,150894,150894,1,LOCAL SERVICE@C14878,LOCAL SERVICE@C14878,C14878,C14878,LogOn_Success,Negotiate,Service,Success
2762,150894,150894,1,LOCAL SERVICE@C2493,LOCAL SERVICE@C2493,C2493,C2493,LogOn_Success,Negotiate,Service,Success
2763,150894,150894,1,NETWORK SERVICE@C5369,NETWORK SERVICE@C5369,C5369,C5369,LogOn_Success,Negotiate,Service,Success
2764,150894,150894,1,NETWORK SERVICE@C5937,NETWORK SERVICE@C5937,C5937,C5937,LogOn_Success,Negotiate,Service,Success
2765,150894,150894,1,U1269@DOM1,U1269@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
2766,150894,150894,1,U13@DOM1,U13@DOM1,C368,C368,LogOff_Success,?,Network,Success
2767,150894,150894,1,U13@DOM1,U13@DOM1,C368,C368,LogOn_Success,NTLM,Network,Success
2768,150894,150894,1,U162@DOM1,U162@DOM1,C3173,C3173,LogOff_Success,?,Network,Success
2769,150894,150894,1,U1869@DOM1,U1869@DOM1,C457,C457,LogOff_Success,?,Network,Success
2770,150894,150894,1,U1869@DOM1,U1869@DOM1,C5937,C457,LogOn_Success,Kerberos,Network,Success
2771,150894,150894,1,U1869@DOM1,U1869@DOM1,C5937,C586,LogOn_Success,Kerberos,Network,Success
2772,150894,150894,1,U1@DOM1,U1@DOM1,C419,C419,LogOff_Success,?,Network,Success
2773,150894,150894,1,U1@DOM1,U1@DOM1,C419,C419,LogOn_Success,Kerberos,Network,Success
2774,150894,150894,1,U2198@DOM1,U2198@DOM1,C6546,C612,LogOn_Success,Kerberos,Network,Success
2775,150894,150894,1,U220@DOM1,U220@DOM1,C612,C612,LogOff_Success,?,Network,Success
2776,150894,150894,1,U22@DOM1,U22@DOM1,C452,C477,LogOn_Success,Kerberos,Network,Success
2777,150894,150894,1,U22@DOM1,U22@DOM1,C457,C457,LogOff_Success,?,Network,Success
